Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
S3340,Tv Show,"Love, Chunibyo & Other Delusions!",,"Jun Fukuyama, Maaya Uchida, Chinatsu Akasaki, Azumi Asakura, Sumire Uesaka, Yuri Amano, Kaori Fukuhara, Mami Shitara, Soichiro Hoshi, Kikuko Inoue, Eri Sendai, Juri Nagatsuma",Japan,"November 1, 2019",2014,Tv-Pg,2 Seasons,"Anime Series, Romantic Tv Shows, Teen Tv Shows","High Schooler Yuta Wants To Leave His Past As A Delusional Weirdo Behind. But His Classmate Rikka Has Her Own Delusions, And She's Interested In His."
S3341,Tv Show,Maid-Sama!,,"Ayumi Fujimura, Nobuhiko Okamoto, Kazuyoshi Shiibashi, Kana Hanazawa, Yu Kobayashi, Mitsuhiro Ichiki, Takuma Terashima, Yoshimasa Hosoya",Japan,"November 1, 2019",2010,Tv-14,1 Season,"Anime Series, Romantic Tv Shows","To Keep The Boys In Line, Student Council President Misaki Runs The School With An Iron Fist – While Secretly Working As A Waitress At A Maid Café."
S3342,Tv Show,Mobile Suit Gundam: Iron-Blooded Orphans,,"Kengo Kawanishi, Yoshimasa Hosoya, Natsuki Hanae, Yuuichirou Umehara, Yasuaki Takumi, Taishi Murata, Kouhei Amasaki, Mutsumi Tamura, Soma Saito, Yuka Terasaki, Hisako Kanemoto, Takahiro Sakurai, Masaya Matsukaze, Toru Okawa",Japan,"November 1, 2019",2016,Tv-14,2 Seasons,"Anime Series, International Tv Shows","On A Terraformed Post-Disaster Mars, A Group Of Child Security Agents Rebel Against The Adults Who Betrayed Them And The Oppressive Earth Government."
S3343,Tv Show,Queer Eye: We're In Japan!,,"Bobby Berk, Karamo Brown, Tan France, Antoni Porowski, Jonathan Van Ness, Kiko Mizuhara","United States, Japan","November 1, 2019",2019,Tv-14,1 Season,"International Tv Shows, Reality Tv","The Fab Five Touch Down In Tokyo To Spread The Joy, Explore The Culture, And Help Four Japanese Men And Women Find The Confidence To Be Themselves."
S3344,Movie,Santa Girl,Blayne Weaver,"Barry Bostwick, Jennifer Stone, Devon Werkheiser, Mckayla Witt, Joshua Cody, Hank Stone",United States,"November 1, 2019",2019,Tv-Pg,91 Min,"Children & Family Movies, Comedies, Romantic Movies","Fleeing The Family Business And An Arranged Marriage, Santa’s Daughter Chooses A Magical Adventure Of Her Own: College."
S3345,Tv Show,The Boulet Brothers Dragula,,Boulet Brothers,United States,"November 1, 2019",2019,Tv-Ma,2 Seasons,Reality Tv,"Ten Queens Must Slay The Competition And Put Their Fiercest, Filthiest Faces Forward For The Chance To Be Crowned The World's Next Drag Supermonster."
S3346,Tv Show,The Deep,,"Vincent Tong, Ashleigh Ball, Kathleen Barr, Michael Dobson, Brian Drummond","Canada, Australia","November 1, 2019",2019,Tv-Y7,3 Seasons,Kids' Tv,"The Nektons Are A Family Of Underwater Explorers Who Discover The Hidden Secrets Of The Oceans, Including Sunken Cities, Sea Creatures And Pirates."
S3347,Movie,The House Of Flowers Presents: The Funeral,Manolo Caro,"Cecilia Suárez, Aislinn Derbez, Dario Yazbek, Juan Pablo Medina, Arturo Ríos, Paco León, Norma Angélica, David Ostrosky, Verónica Langer, Lucas Velázquez",,"November 1, 2019",2019,Tv-Ma,36 Min,Movies,The De La Mora Siblings Publicly Mourn The Death Of Their Mother Amid Multiple Surprises And Mishaps At Virginia's Funeral.
S3348,Movie,The King,David Michôd,"Timothée Chalamet, Joel Edgerton, Robert Pattinson, Ben Mendelsohn, Sean Harris, Tom Glynn-Carney, Lily-Rose Depp, Thomasin Mckenzie","United Kingdom, Hungary, Australia","November 1, 2019",2019,R,141 Min,Dramas,Wayward Prince Hal Must Turn From Carouser To Warrior King As He Faces Hostilities From Inside And Outside The Castle Walls In The Battle For England.
S3349,Movie,The Man Without Gravity,Marco Bonfanti,"Elio Germano, Michela Cescon, Elena Cotta, Silvia D'amico, Vincent Scarito","Italy, Belgium","November 1, 2019",2019,Tv-Ma,107 Min,"Dramas, International Movies",A Gravity-Defying Boy Raised In Seclusion Matures Into An Extraordinary Man – And An International Celebrity – Who Longs For Human Connection.
S3350,Movie,The Old Thieves: The Legend Of Artegios,Everardo González,,Mexico,"November 1, 2019",2007,Tv-Ma,97 Min,"Documentaries, International Movies","While Carrying Out Prison Sentences, Five Notorious Thieves In Mexico City Share Their Principles, Preferred Methods And Respect For The Craft."
S3351,Movie,True: Grabbleapple Harvest,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek Mcgrath",Canada,"November 1, 2019",2019,Tv-Y,24 Min,Children & Family Movies,It's Grabbleapple Harvest Season In The Rainbow Kingdom ... But Glummy Glooma Doesn't Want Autumn To Come. Can True And Her Friends Save The Festival?
S3352,Tv Show,Vientos De Agua,,"Ernesto Alterio, Eduardo Blanco, Héctor Alterio, Darío Valenzuela, Pablo Rago, Angie Cepeda, Marta Etura, Giulia Michelini, Carlos Kaspar","Argentina, Spain","November 1, 2019",2006,Tv-Ma,1 Season,"International Tv Shows, Spanish-Language Tv Shows, Tv Dramas","José Olaya, A Spanish Miner, Emigrates To Argentina In 1934, While His Son, An Architect, Moves To Spain After Argentina's Economic Collapse In 2001."
S3353,Tv Show,We Are The Wave,,"Ludwig Simon, Luise Befort, Michelle Barthel, Mohamed Issa, Daniel Friedl, Robert Schupp",Germany,"November 1, 2019",2019,Tv-Ma,1 Season,"International Tv Shows, Tv Dramas, Tv Mysteries","A Mysterious Classmate Leads Four Idealistic Teens In A Revolt Against A Rising Tide Of Nationalistic Fervor, But Their Movement Takes A Dark Turn."
S3354,Movie,Zoé: Panoramas,"Rodrigo Guardiola, Gabriel Cruz Rivas","Sergio Acosta, Jesús Báez, Ángel Mosqueda, Rodrigo Guardiola, León Larregui",Mexico,"November 1, 2019",2016,Tv-Ma,89 Min,"Documentaries, International Movies, Music & Musicals",This Introspective Rockumentary Follows The Career Triumphs And Intimate Moments Of Legendary Mexican Band Zoé As They Embark On A Global Tour.
S3355,Movie,Grego Rossello: Disculpe Las Molestias,Juani Libonatti,Grego Rossello,Argentina,"October 31, 2019",2019,Tv-Ma,65 Min,Stand-Up Comedy,"Argentine Comedian Grego Rossello Takes The Stage In Buenos Aires To Share His Takes On Modern Stardom, Airline Dining, Brotherly Love And More."
S3356,Tv Show,Kengan Ashura,,"Tatsuhisa Suzuki, Cho, Jouji Nakata, Yumi Uchiyama, Hayato Kaneko, Tetsu Inada, Yasuyuki Kase, Junya Enoki, Daisuke Namikawa, Ryuzo Hasuike","United States, Japan","October 31, 2019",2019,Tv-Ma,2 Seasons,"Anime Series, International Tv Shows","Ohma Tokita Enters A Hidden World Where Corporate Disputes Are Settled In Brutal Gladiator Bouts. Forget The Money, He Just Wants To Fight – And Win."
S3357,Tv Show,Nowhere Man,Dj Chen,"Alyssa Chia, Mavis Fan, Joseph Chang, Wang Po-Chieh, Jeremiah Zhang, Chou Min-Fu, Greg Hsu, Kuo Tze-Cheng, Shen Hai-Jung, Lu Yi-Long",Taiwan,"October 31, 2019",2019,Tv-Ma,1 Season,"Crime Tv Shows, International Tv Shows, Tv Action & Adventure","Two Nefarious Schemes Taking Place 10 Years Apart Entangle A Dauntless Triad Member, Who Must Break Out Of Prison To Rescue A Loved One."
S3358,Tv Show,Sleepless Society: Bedtime Wishes,,"Shahkrit Yamnarm, Savika Chaiyadej, Supoj Chancharoen, Pairoj Sangwariboot, Suchao Pongwilai, Nataya Chanrung, Papangkorn Lerkchaleampote, Suchada Tongam, Sasin Chow",,"October 31, 2019",2019,Tv-Ma,1 Season,"Crime Tv Shows, International Tv Shows, Tv Dramas","During A Holiday Stay At A Hotel Resort, A Flight Attendant Encounters A Wealthy, Mysterious Man With Two Different Personas."
S3359,Tv Show,"Bring It On, Ghost",Park Joon-Hwa,"Taecyeon, Kim So-Hyun, Kwon Yul, Kim Sang-Ho, Kang Ki-Young, Lee Da-Wit, Kim Min-Sang, Yun Seo-Hyun",South Korea,"October 30, 2019",2016,Tv-14,1 Season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",A College Student With Psychic Abilities Takes In An Amnesiac Ghost As His Roommate – Who Ends Up Helping Him Hunt Down Spooky Spirits.
S3360,Movie,Mehandi Circus,Saravana Rajendran,"Madhampatti Rangaraj, Shweta Tripathi, Vela Ramamoorthy, Ankur Vikal, G. Marimuthu, Sunny Charles",India,"October 30, 2019",2019,Tv-Ma,126 Min,"Dramas, International Movies, Romantic Movies","In The Early 1990s, The Love Between A Cassette Shop Owner And A Traveling Circus Performer Challenges Caste Barriers And Disapproving Parents."
S3361,Tv Show,Tomorrow With You,,"Shin Mina, Lee Je-Hoon, Kim Ye-Won, Cho Han-Cheul, Baek Hyeon-Jin, Kang Ki-Doong, Park Joo-Hee, Oh Gwang-Rok",South Korea,"October 30, 2019",2017,Tv-14,1 Season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",The Head Of A Real Estate Firm With The Ability To Travel Through Time By Taking The Subway Marries A Photographer To Try And Change His Future.
S3362,Tv Show,Tunnel,,"Todsapol Maisuk, Johnny Hao, Morakot Liu, Pemy Peramin Thabkaew, Phenphet Phenkul, Sumet Ong-Art, Amarin Nitipon, Tor Techathuwanan, Komsan Kajonpaisansuk",,"October 30, 2019",2019,Tv-14,1 Season,"Crime Tv Shows, International Tv Shows, Tv Dramas",A Detective Finds Himself 30 Years In The Future And Must Solve A String Of Grisly Crimes Before He Can Return To The Past.
S3363,Movie,Arsenio Hall: Smart & Classy,Brian Volk-Weiss,Arsenio Hall,United States,"October 29, 2019",2019,Tv-Ma,63 Min,Stand-Up Comedy,"In His First Stand-Up Special, Arsenio Hall Discusses Getting Older, The Changing Times And Culture, Social Issues And Even Bothersome Baby Toes."
S3364,Tv Show,Shine On With Reese,,Reese Witherspoon,United States,"October 29, 2019",2018,Tv-Ma,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows","In A Talk Show Straight From The Heart, Actor And Producer Reese Witherspoon Visits With Groundbreaking Women To Discuss Their Inspiring Journeys."
S3365,Movie,The Road To El Camino: Behind The Scenes Of El Camino: A Breaking Bad Movie,,,United States,"October 29, 2019",2019,Tv-14,14 Min,"Documentaries, International Movies","Aaron Paul, Vince Gilligan And Other Cast Members, Producers And Crew Share Stories And Footage From The Making Of ""El Camino."""
S3366,Movie,A 3 Minute Hug,Everardo González,,"Mexico, United States","October 28, 2019",2019,Tv-Pg,28 Min,"Documentaries, International Movies",This Documentary Captures The Joy And Heartbreak Of Families Separated By The U.S.-Mexico Border Sharing A Short But Bittersweet Reunion In 2018.
S3367,Movie,Little Miss Sumo,Matt Kay,Hiyori Kon,United Kingdom,"October 28, 2019",2018,Tv-G,20 Min,"Documentaries, International Movies, Sports Movies","In An Ancient Sport Traditionally Reserved For Men, 20-Year-Old Female Sumo Prodigy Hiyori Attempts To Revolutionize Japan’s National Pastime."
S3368,Tv Show,"Wait, My Youth",,"Zhao Yiqin, Li Jiaqi, Li Geyang, Xu Mengyuan, Wu Shuangyi, Dong Yanlei, Vincent Wei",China,"October 27, 2019",2019,Tv-Pg,1 Season,"International Tv Shows, Romantic Tv Shows, Teen Tv Shows","Six Hopeful Friends Journey Into Adulthood To Create The Moments That Pull Them Together, Draw Them Apart And Make Them Fall In Love."
S3369,Tv Show,A Little Thing Called First Love,,"Lai Kuan-Lin, Zhao Jinmai, Wang Runze, Chai Wei, Wang Bowen",China,"October 26, 2019",2019,Tv-G,1 Season,"International Tv Shows, Romantic Tv Shows, Teen Tv Shows",A Shy College Student With A Knack For Drawing Develops A Crush On A Musically Gifted Classmate And Embarks On A Journey Of Self-Discovery.
S3370,Tv Show,Bojack Horseman,,"Will Arnett, Aaron Paul, Amy Sedaris, Alison Brie, Paul F. Tompkins",United States,"October 25, 2019",2020,Tv-Ma,6 Seasons,Tv Comedies,"Meet The Most Beloved Sitcom Horse Of The '90s, 20 Years Later. He’s A Curmudgeon With A Heart Of...Not Quite Gold...But Something Like Gold. Copper?"
S3371,Tv Show,Brotherhood,,"Naruna Costa, Seu Jorge, Hermila Guedes, Lee Taylor, Danilo Grangheia, Wesley Guimarães, Pedro Wagner",Brazil,"October 25, 2019",2019,Tv-Ma,1 Season,"Crime Tv Shows, International Tv Shows, Tv Dramas","An Honest Lawyer Reaches A Moral Crossroads After The Cops Force Her To Inform On Her Incarcerated Brother, The Leader Of A Rising Criminal Faction."
S3372,Movie,Consequences,Ozan Açıktan,"Nehir Erdoğan, Tardu Flordun, İlker Kaleli, Serkan Keskin, Esra Bezen Bilgin, Aytaç Uşun, Cem Özeren, Caner Arçkan",Turkey,"October 25, 2019",2014,Tv-Ma,106 Min,"Dramas, International Movies, Thrillers",Secrets Bubble To The Surface After A Sensual Encounter And An Unforeseen Crime Entangle Two Friends And A Woman Caught Between Them.
S3373,Movie,Dolemite Is My Name,Craig Brewer,"Eddie Murphy, Wesley Snipes, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'vine Joy Randolph, Kodi Smit-Mcphee",United States,"October 25, 2019",2019,R,118 Min,"Comedies, Dramas","In 1970s La, Struggling Comedian Rudy Ray Moore Hits It Big With His Raunchy Alter Ego, Dolemite, Then Risks It All To Take His Act To The Big Screen."
S3374,Tv Show,Drug Squad: Costa Del Sol,,"Hugo Silva, Álvaro Cervantes, Miki Esparbé, Jesús Castro, Sara Sálamo, Jorge Usón, Cayetana Cabezas, Pablo Béjar, Marco Cáceres, Olivia Delcán, Jorge Suquet, Daniel Holguín, Joaquín Galletero, Carolina Yuste, Ana Fernández",Spain,"October 25, 2019",2019,Tv-Ma,1 Season,"Crime Tv Shows, International Tv Shows, Spanish-Language Tv Shows",Four Intrepid And Impulsive Police Officers Form A Special Narcotics Unit To Combat The Birth Of Drug Trafficking On Spain's Costa Del Sol In The 1970s.
S3375,Movie,It Takes A Lunatic,Billy Lyons,,"United States, United Kingdom, Germany","October 25, 2019",2019,Tv-Ma,127 Min,Documentaries,"The Extraordinary Life Of Beloved Acting Teacher And Theatre Producer Wynn Handman Is Recalled In This Portrait Of A Provocative, Innovative Artist."
S3376,Tv Show,Monzón: A Knockout Blow,,"Jorge Román, Mauricio Paniagua, Carla Quevedo, Paloma Ker, Soledad Silveyra, Diego Cremonesi, Florencia Raggi, Gustavo Garzón, Yayo Guridi, Fabián Arenillas, Nacho Gadano, Belén Chavanne",Argentina,"October 25, 2019",2018,Tv-Ma,1 Season,"Crime Tv Shows, International Tv Shows, Spanish-Language Tv Shows","This Dramatization Tells The Story Of Argentine Boxing Champion Carlos Monzón, As Well As The Investigation Into The Death Of His Wife Alicia Muñiz."
S3377,Movie,My Next Guest With David Letterman And Shah Rukh Khan,Michael Steed,"Shah Rukh Khan, David Letterman",,"October 25, 2019",2019,Tv-Pg,61 Min,International Movies,"""King Of Bollywood"" Shah Rukh Khan Opens Up About His Rise To Fame, His Family And His Billions Of Fans As He And Dave Meet Up In Mumbai And New York."
S3378,Tv Show,Nailed It! France,,"Artus, Noémie Honiat",France,"October 25, 2019",2019,Tv-14,1 Season,"International Tv Shows, Reality Tv","On This Fun And Funny Competition Show, Home Bakers Talented In Catastrophe Struggle To Re-Create Dessert Masterpieces And Win A 5,000 Euro Prize."
S3379,Tv Show,Nailed It! Spain,,"La Terremoto De Alcorcón, Christian Escribà",Spain,"October 25, 2019",2019,Tv-Pg,1 Season,"International Tv Shows, Reality Tv, Spanish-Language Tv Shows","On This Competition Show, Novice Bakers Try To Avoid A Fiasco While Duplicating Stunning Sweets. At Stake Are A Trophy And 5,000 Euros."
S3380,Movie,Rattlesnake,Zak Hilditch,"Carmen Ejogo, Theo Rossi, Emma Greenwell, Apollonia Pratt, Debrianna Mansini, Bruce Davis",United States,"October 25, 2019",2019,Tv-Ma,86 Min,"Horror Movies, Independent Movies, Thrillers","After A Mysterious Woman Saves Her Daughter From A Deadly Snakebite, A Single Mother Must Repay The Debt By Killing A Stranger Before Sundown."
S3381,Movie,The Awakening Of Motti Wolkenbruch,Michael Steiner,"Inge Maux, Noémie Schmidt, Joel Basman, Sunnyi Melles, Udo Samel, Rachel Braunschweig, Oriana Schrage, Meytal Gal",Switzerland,"October 25, 2019",2018,Tv-Ma,94 Min,"Comedies, Dramas, International Movies","Pressured To Marry A Nice Orthodox Jewish Woman, Motti Is Thrown For A Loop When He Falls For Classmate Laura, Who His Mother Will Never Approve Of."
S3382,Tv Show,The Untamed,,"Sean Xiao, Wang Yibo, Zoey Meng, Xuan Lu, Yu Bin, Wang Zhuocheng, Liu Haikuan, Zhu Zanjin, Wang Haoxuan, Ji Li",China,"October 25, 2019",2019,Tv-14,1 Season,"International Tv Shows, Tv Action & Adventure, Tv Mysteries","In A Magical World Of Inter-Clan Rivalry, Two Soulmates Face Treacherous Schemes And Uncover A Dark Mystery Linked To A Tragic Event In The Past."
S3383,Tv Show,Daybreak,,"Colin Ford, Alyvia Alyn Lind, Sophie Simnett, Austin Crute, Cody Kearsley, Jeanté Godlock, Gregory Kasyan, Krysta Rodriguez, Matthew Broderick",United States,"October 24, 2019",2019,Tv-Ma,1 Season,"Tv Action & Adventure, Tv Comedies, Tv Horror","Living His Best Life In Post-Apocalyptic La, A Slacker Strives To Find The Girl Of His Dreams While Outwitting Mindless Ghouls And Cliquish Gangs."
S3384,Movie,Echo In The Canyon,Andrew Slater,"Jakob Dylan, Ringo Starr, Michelle Phillips, Stephen Stills, Regina Spektor, Beck, Eric Clapton, Tom Petty, Jackson Browne, Norah Jones",United States,"October 24, 2019",2019,Pg-13,82 Min,"Documentaries, Music & Musicals","An Affectionate Documentary Looks Back At The Mid-1960s, When Hollywood’s Laurel Canyon Was A Creative Nexus For Young, Innovative Musicians."
S3385,Movie,Revenge Of The Pontianak,"Glen Goei, Gavin Yap","Nur Fazura, Remy Ishak, Hisyam Hamid, Shenty Feliziana, Nam Ron, Tony Eusoff, Wan Hanafi Su","Singapore, Malaysia","October 24, 2019",2019,Tv-14,92 Min,"Horror Movies, International Movies",A Wedding In A Malaysian Village Leaves Out One Guest: A Scorned Vampire Ghost Bent On Settling A Secret Score With The Groom And Anyone In Her Way.
S3386,Tv Show,"Breakfast, Lunch & Dinner",,"David Chang, Seth Rogen, Chrissy Teigen, Lena Waithe, Kate Mckinnon",United States,"October 23, 2019",2019,Tv-Ma,1 Season,Docuseries,"Chef David Chang Takes His Insatiable Curiosity About Food, Culture And Identity On The Road, In The Convivial Company Of Fun-Loving Celebrity Guests."
S3387,Movie,Dancing With The Birds,Huw Cordey,Stephen Fry,United States,"October 23, 2019",2019,Tv-Pg,52 Min,Documentaries,"From Ruffling Their Majestic Feathers To Nailing Im-Peck-Able Courtship Routines, Birds In Paradise Flaunt Their Best Moves In Hopes Of Landing A Mate."
S3388,Movie,Master Z: The Ip Man Legacy,Yuen Woo-Ping,"Zhang Jin, Dave Bautista, Michelle Yeoh, Tony Jaa, Liu Yan, Kevin Cheng, Chrissie Chow, Xing Yu","Hong Kong, China","October 23, 2019",2018,Tv-14,108 Min,"Action & Adventure, International Movies","In This Spin-Off, A Martial Arts Expert Once Defeated By Ip Man Is Forced To Abandon His Reclusive Lifestyle To Combat A Rising Chinese Triad."
S3389,Movie,Jenny Slate: Stage Fright,Gillian Robespierre,Jenny Slate,United States,"October 22, 2019",2019,Tv-Ma,67 Min,"Documentaries, Stand-Up Comedy","Jenny Slate's First Stand-Up Special Is A Mix Of Stage Time, Funny Stories About Adulthood And Conversations With Family In Her Childhood Home."
S3390,Movie,Free Fire,Ben Wheatley,"Sharlto Copley, Armie Hammer, Brie Larson, Cillian Murphy, Jack Reynor, Babou Ceesay, Enzo Cilenti, Sam Riley, Michael Smiley, Noah Taylor, Patrick Bergin, Mark Monero",United Kingdom,"October 21, 2019",2016,R,91 Min,"Action & Adventure, Comedies, Independent Movies",A Sketchy Arms Transaction In A Deserted Warehouse Turns Into A Free-For-All When The Two Sides Engage In A Take-No-Prisoners Shootout.
S3391,Movie,Little Singham: Kaal Ki Tabaahi,Prakash Satam,,,"October 19, 2019",2019,Tv-Y7,66 Min,"Children & Family Movies, Comedies",Kaal Is Back – Bigger And Badder Than Ever! Can Little Singham Fight The Battle Of A Lifetime To Stop The Demon’s Plans To Wreak Havoc On Earth?
S3392,Movie,The Command,Thomas Vinterberg,"Matthias Schoenaerts, Léa Seydoux, Colin Firth, Peter Simonischek, August Diehl, Max Von Sydow, Bjarne Henriksen, Magnus Millang, Artemiy Spiridonov","France, Belgium, Luxembourg, Romania, Canada, United States","October 19, 2019",2018,Pg-13,118 Min,"Dramas, International Movies, Thrillers",For The Crew Trapped Aboard A Sunken Russian Submarine The Deadliest Threat Is The Bureaucracy On Land. Based On A True Story.
S3393,Movie,10 Days In Sun City,Adze Ugah,"Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.","South Africa, Nigeria","October 18, 2019",2017,Tv-14,87 Min,"Comedies, International Movies, Romantic Movies","After His Girlfriend Wins The Miss Nigeria Pageant, A Young Man Faces Unexpected Competition Of His Own When He Joins Her On A Campaign In South Africa."
S3394,Tv Show,"Chuchu Tv Kids Songs, Learning Videos & Bedtime Stories",,,,"October 18, 2019",2019,Tv-Y,1 Season,Kids' Tv,This Educational Series For Tiny Tots Features A Toe-Tapping Spin On Nursery Rhymes With Upbeat Tunes And A Diverse Set Of Easy-To-Follow Lessons.
S3395,Movie,Chuchutv Bedtime Stories & Moral Stories For Kids (English),,,,"October 18, 2019",2019,Tv-Y,47 Min,Children & Family Movies,"Chuchu Teaches Some Bullies A Lesson, Cussly Learns The Value Of Teamwork And Chacha Realizes There’s More To Playtime Than Tv And Video Games."
S3396,Movie,Chuchutv Bedtime Stories & Moral Stories For Kids (Hindi),,,,"October 18, 2019",2019,Tv-Y,56 Min,Children & Family Movies,"In This Collection Of Stories, Chuchu And Her Pals Meet A Man In Need, Chiku Must Change A Bad Habit And Chacha Gets A Lesson In Management."
S3397,Movie,Chuchutv Surprise Eggs Learning Videos (English),,,,"October 18, 2019",2019,Tv-Y,61 Min,Children & Family Movies,"From Colors And Letters To Animals Of All Kinds, Each Egg Holds A Fun-Filled Lesson Waiting To Be Learned. Chuchu And Friends Are Opening Them All!"
S3398,Movie,Chuchutv Surprise Eggs Learning Videos (Hindi),,,,"October 18, 2019",2019,Tv-Y,34 Min,Children & Family Movies,Magic Elephant Mr. Harlo Uses Playtime To Help The Children Discover Various Surprises Hidden Inside Colorful Eggs.
S3399,Movie,Eli,Ciarán Foy,"Charlie Shotwell, Lili Taylor, Kelly Reilly, Max Martini, Sadie Sink, Deneen Tyler, Katia Gomez",United States,"October 18, 2019",2019,Tv-Ma,98 Min,Horror Movies,"With His Desperate Parents In Tow, An 11-Year-Old Boy With A Debilitating Illness Checks Into An Isolated Clinic To Undergo Experimental Therapy."
S3400,Movie,In My Country,Frank Rajah Arase,"Sam Dede, Bimbo Manuel, Okawa Shaznay, Shan George, Austin Enabulele, Precious Udoh",,"October 18, 2019",2018,Tv-Ma,99 Min,"Dramas, International Movies","A Teacher Turns To A Dubious Man To Raise Money For Her Daughter's Life-Saving Surgery, A Crisis That Is Unexpectedly Catapulted To A National Stage."
S3401,Tv Show,Interior Design Masters,,,United Kingdom,"October 18, 2019",2019,Tv-Pg,1 Season,"British Tv Shows, International Tv Shows, Reality Tv",Aspiring Interior Designers Transform A Variety Of Spaces From Dowdy To Delightful As They Vie For A Life-Changing Contract With A Top London Hotel.
S3402,Tv Show,Little Baby Bum: Nursery Rhyme Friends,,"Chloe Marsden, Aaron Marsden, María Esnoz",United Kingdom,"October 18, 2019",2019,Tv-Y,2 Seasons,"British Tv Shows, Kids' Tv","Twinkle, Mia, Jacus And The Rest Of The Nursery Rhyme Friends Perform Catchy Tunes For The Little Ones."
S3403,Movie,"Love, Surreal And Odd",Yılmaz Erdoğan,"Aylin Kontante, Bülent Emrah Parlak, Büşra Pekin, Çağlar Çorumlu, Fatih Artman, Gupse Özay, Serkan Keskin, Şebnem Bozoklu",Turkey,"October 18, 2019",2017,Tv-14,95 Min,"Comedies, International Movies, Romantic Movies","When A Group Of People Meets At The Same Party, They Form Four Different Relationships, Each Experiencing Similar Phases Of Love."
S3404,Tv Show,Mighty Little Bheem: Diwali,,"Samriddhi Shukla, Nishka Raheja, Arannya Kaur, Shanoor Mirza, Rajesh Kava",India,"October 18, 2019",2019,Tv-Y,1 Season,"Kids' Tv, Tv Comedies","From Decorating His Home To Devouring Sweets, Join Bheem As He Makes Merry – And A Bit Of Mischief – While The Festival Of Lights Is In Full Swing."
S3405,Tv Show,Monkart,,"Kim Jae-Ha, Kwon Ji-Hye, Lee Bo-Hee, Um Sang-Hyun, Jung Yoon-Jung, Kim Bo-Min, Hong So-Young, Hong Bum-Ki, Ahn Jang-Hyuk",,"October 18, 2019",2017,Tv-Y7,1 Season,"Kids' Tv, Korean Tv Shows",Jin And His Dragon Monster Draka Set Out On A Racing Adventure And Try To Save The Kingdom From Evil Forces.
S3406,Movie,Seventeen,Daniel Sánchez Arévalo,"Biel Montoro, Nacho Sánchez, Lola Cordón, Itsaso Arana, Chani Martín, Iñigo Aranburu, Kandido Uranga, Javier Cifrián, Mamen Duch, Carolina Clemente, Jorge Cabrera, Daniel Fuster, Edgar Costas, Patxi Santamaría",Spain,"October 18, 2019",2019,Tv-Ma,100 Min,"Comedies, Dramas, International Movies","To Find His Therapy Dog, A 17-Year-Old Escapes From Juvie And Embarks On A Journey Of Reconnection With His Brother And Grandmother Through Cantabria."
S3407,Tv Show,Spirit Riding Free: Pony Tales,,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Gabriella Graves, Duncan Joiner, Nolan North",United States,"October 18, 2019",2019,Tv-Y7,2 Seasons,Kids' Tv,"Find The Fun And Adventure Of ""Spirit Riding Free"" In This Mix Of Music Videos And Short Episodes Featuring Lucky And All Of Her Friends!"
S3408,Movie,Tatu,Don Omope,"Rahama Sadau, Sambasa Nzeribe, Segun Arinze, Gabriel Afolayan, Desmond Elliot, Funlola Aofiyebi, Toyin Aimakhu, Stephen Demian, Afeez Oyetoro, Oludara Egerton Shyngle",Nigeria,"October 18, 2019",2017,Tv-Ma,101 Min,"Action & Adventure, Dramas, International Movies","Doubting Her Future As A Nun, A Woman Attempts To Have A Child, Triggering A Mystic Tribal Prophecy That Could Force Her To Make A Godly Sacrifice."
S3409,Movie,Tell Me Who I Am,Ed Perkins,,United Kingdom,"October 18, 2019",2019,Tv-Ma,86 Min,Documentaries,"In This Documentary, Alex Trusts His Twin, Marcus, To Tell Him About His Past After He Loses His Memory. But Marcus Is Hiding A Dark Family Secret."
S3410,Movie,The Laundromat,Steven Soderbergh,"Meryl Streep, Gary Oldman, Antonio Banderas, Sharon Stone, James Cromwell, Jeffrey Wright, Melissa Rauch, Jeff Michalski, Jane Morris, Robert Patrick, David Schwimmer",United States,"October 18, 2019",2019,R,96 Min,"Comedies, Dramas","When A Widow Gets Swindled Out Of Insurance Money, Her Search For Answers Leads To Two Cunning Lawyers In Panama Who Hide Cash For The Superrich."
S3411,Tv Show,Toon,,"Joep Vermolen, Amy Van Der Weerden, Loulou Hameleers, Robbert Bleij",Netherlands,"October 18, 2019",2017,Tv-Ma,2 Seasons,"International Tv Shows, Tv Comedies","Reclusive, Socially Awkward Jingle Composer Toon Must Navigate The Nightmarish World Of Show Biz After A Viral Video Skyrockets Him To Fame."
